timestamp,open,high,low,close,volume(btc),volume(currency),weightedprice
1642119540,42745.660000000000,42745.660000000000,42720.000000000000,42723.660000000000,0.018248970000,780.016626970200,42743.049441705478
1642119600,42704.110000000000,42720.870000000000,42688.960000000000,42688.960000000000,5.045648520000,215416.609041369400,42693.542403419214
1642119660,42720.400000000000,42751.870000000000,42649.250000000000,42683.340000000000,5.289324590000,225629.365112961900,42657.500267526955
1642119720,42664.340000000000,42670.930000000000,42661.130000000000,42662.520000000000,0.027770000000,1184.769041300000,42663.631303564997
1642119780,42673.080000000000,42673.080000000000,42591.680000000000,42605.110000000000,4.134361900000,176219.539463634700,42623.152913545062
1642119840,42598.610000000000,42598.630000000000,42598.610000000000,42598.610000000000,0.080466570000,3427.764058467700,42598.610310688029
1642119900,42580.690000000000,42612.190000000000,42580.690000000000,42604.660000000000,0.453264780000,19308.030078386700,42597.684466873204
1642119960,42610.980000000000,42629.370000000000,42610.980000000000,42629.370000000000,0.842126410000,35895.625893181800,42624.985354849280
1642120020,42598.250000000000,42598.250000000000,42571.010000000000,42579.730000000000,0.090690340000,3862.608050024400,42591.173988590185
1642120080,42577.730000000000,42577.730000000000,42540.640000000000,42542.850000000000,0.062199010000,2647.139009133200,42559.182358902497
1642120140,42535.060000000000,42535.060000000000,42505.000000000000,42515.070000000000,0.227136570000,9655.147629001200,42508.115839739942
1642120200,42523.920000000000,42562.610000000000,42523.920000000000,42562.610000000000,0.056770000000,2415.400683500000,42547.131997533909
1642120260,42562.610000000000,42590.400000000000,42544.000000000000,42590.400000000000,0.209013710000,8892.549769054500,42545.294129531026
1642120320,42599.530000000000,42607.050000000000,42599.530000000000,42607.050000000000,0.034920000000,1487.828334800000,42606.767892325315
1642120380,42604.840000000000,42610.150000000000,42604.840000000000,42610.150000000000,0.642720190000,27385.009037685000,42607.980056896921
1642120440,42625.530000000000,42628.790000000000,42607.160000000000,42628.790000000000,0.054010000000,2301.362512300000,42609.933573412331
1642120500,42628.800000000000,42668.460000000000,42628.800000000000,42668.460000000000,0.446830000000,19053.170485264700,42640.759316215786
1642120560,42663.160000000000,42691.030000000000,42663.160000000000,42689.360000000000,0.037450000000,1598.437958000000,42681.921441922563
1642120620,42717.170000000000,42717.170000000000,42677.110000000000,42704.060000000000,2.291522350000,97823.531882404800,42689.320434690414
1642120680,42687.430000000000,42690.160000000000,42665.740000000000,42665.740000000000,0.230960600000,9858.553975086000,42685.003308295873
1642120740,42672.750000000000,42687.630000000000,42672.750000000000,42687.630000000000,0.015698460000,669.970404449800,42677.460365526299
1642120800,42714.250000000000,42714.250000000000,42679.940000000000,42679.940000000000,0.037972540000,1621.482148365800,42701.440260930661
1642120860,42697.060000000000,42719.480000000000,42687.940000000000,42712.260000000000,0.061738670000,2636.642078094200,42706.492998540461
1642120920,42712.660000000000,42771.300000000000,42712.660000000000,42748.490000000000,1.403528360000,59999.397775460000,42748.974288955586
1642120980,42752.900000000000,42762.780000000000,42741.240000000000,42762.780000000000,0.579347770000,24763.942681515800,42744.520586513693
1642121040,42759.170000000000,42781.670000000000,42740.270000000000,42781.670000000000,0.140420000000,6002.357323800000,42745.743653325737
1642121100,42787.480000000000,42787.480000000000,42729.250000000000,42729.250000000000,0.457116000000,19548.399090933400,42764.635433748546
1642121160,42746.980000000000,42757.780000000000,42735.920000000000,42743.610000000000,1.210106890000,51724.842314685200,42744.027607912554
1642121220,42752.440000000000,42755.180000000000,42739.660000000000,42749.930000000000,0.488248530000,20868.067333113200,42740.665974177536
1642121280,42732.310000000000,42744.370000000000,42722.120000000000,42729.190000000000,0.031689990000,1354.008128193400,42726.682090887375
1642121340,42703.640000000000,42705.820000000000,42676.930000000000,42700.960000000000,0.197435390000,8427.135231227200,42683.002430451805
1642121400,42706.460000000000,42709.560000000000,42701.810000000000,42709.140000000000,0.038715420000,1653.504786815200,42709.204415584281
1642121460,42704.760000000000,42704.760000000000,42704.760000000000,42704.760000000000,0.004530000000,193.452562800000,42704.760000000000
1642121520,42709.270000000000,42709.270000000000,42685.460000000000,42699.440000000000,0.060563650000,2585.464620254000,42690.039656691762
1642121580,42706.850000000000,42740.380000000000,42706.850000000000,42732.410000000000,0.602528960000,25751.745756106500,42739.432401898989
1642121640,42730.220000000000,42765.080000000000,42730.220000000000,42765.080000000000,0.403360000000,17235.745152800000,42730.427292740976
1642121700,42776.180000000000,42787.240000000000,42770.130000000000,42787.240000000000,0.080194770000,3429.997335620100,42770.835749265195
1642121760,42783.380000000000,42784.380000000000,42767.350000000000,42767.350000000000,0.226068230000,9668.779138090500,42769.296411488248
1642121820,42788.000000000000,42807.480000000000,42781.020000000000,42781.020000000000,0.015048000000,644.101877752300,42803.155087207602
1642121880,42798.380000000000,42808.690000000000,42798.380000000000,42808.690000000000,0.242960960000,10400.687460567000,42808.060441344157
1642121940,42807.680000000000,42807.680000000000,42762.990000000000,42784.950000000000,0.075631880000,3236.524044629200,42793.119047539213
1642122000,42784.930000000000,42784.930000000000,42725.770000000000,42725.930000000000,0.074700000000,3192.400549000000,42736.285796519411
1642122060,42717.400000000000,42736.850000000000,42717.400000000000,42736.850000000000,0.169883490000,7258.816535292100,42728.204696595885
1642122120,42734.250000000000,42737.170000000000,42704.740000000000,42719.800000000000,0.097903450000,4183.305373796500,42728.886201625172
1642122180,42747.280000000000,42765.680000000000,42747.280000000000,42765.680000000000,0.070483620000,3013.102026053600,42748.968143997145
1642122240,42778.320000000000,42786.380000000000,42778.320000000000,42786.380000000000,0.004269530000,182.659924189600,42782.208858961057
1642122300,42796.490000000000,42802.150000000000,42768.260000000000,42789.980000000000,0.045821170000,1960.888604791200,42794.380955161119
1642122360,42798.110000000000,42798.110000000000,42787.680000000000,42787.680000000000,0.001439950000,61.619598230300,42792.873523594569
1642122420,42766.790000000000,42799.690000000000,42766.790000000000,42799.690000000000,0.112882350000,4827.747036704500,42767.952976745257
1642122480,42782.160000000000,42804.380000000000,42782.160000000000,42791.980000000000,0.055208770000,2362.327695117400,42788.993399371151
1642122540,42777.540000000000,42777.540000000000,42756.350000000000,42762.460000000000,0.030600000000,1308.573443800000,42763.838032679739
1642122600,42755.200000000000,42755.200000000000,42755.200000000000,42755.200000000000,0.046767020000,1999.533293504000,42755.200000000000
1642122660,42743.260000000000,42743.260000000000,42720.530000000000,42738.630000000000,0.053788010000,2298.819516626300,42738.512107555197
1642122720,42726.770000000000,42726.770000000000,42726.770000000000,42726.770000000000,0.050000000000,2136.338500000000,42726.770000000000
1642122840,42725.540000000000,42728.510000000000,42706.850000000000,42711.620000000000,1.409082910000,60178.271174940800,42707.402628948782
1642122900,42719.670000000000,42719.670000000000,42690.870000000000,42704.550000000000,0.079787030000,3408.394256849700,42718.650598345370
1642123080,42668.500000000000,42704.010000000000,42668.500000000000,42704.010000000000,0.417124030000,17812.266574748200,42702.566367965423
1642123140,42719.670000000000,42750.330000000000,42719.670000000000,42742.230000000000,0.040230000000,1719.311928000000,42737.060104399702
1642123200,42750.780000000000,42752.850000000000,42728.570000000000,42737.490000000000,0.051305610000,2193.012632877700,42744.109910742705
1642123260,42737.490000000000,42746.420000000000,42670.190000000000,42695.110000000000,0.545929600000,23306.551903527100,42691.497041975925
1642123320,42701.080000000000,42704.180000000000,42675.840000000000,42682.990000000000,0.077720200000,3318.369297500400,42696.355612831671
1642123380,42692.570000000000,42692.570000000000,42683.920000000000,42683.920000000000,0.053040000000,2264.316504900000,42690.733501131222
1642123440,42683.540000000000,42694.280000000000,42681.120000000000,42694.240000000000,0.023980000000,1023.769502300000,42692.639795663052
1642123500,42678.390000000000,42687.380000000000,42661.480000000000,42687.380000000000,0.319342160000,13625.963328599900,42668.851894156099
1642123560,42718.710000000000,42718.710000000000,42707.240000000000,42707.240000000000,0.009970000000,425.875028500000,42715.649799398195
1642123620,42710.080000000000,42710.080000000000,42688.400000000000,42688.400000000000,0.217446050000,9282.677104144000,42689.564166118446
1642123680,42694.220000000000,42701.140000000000,42670.920000000000,42678.520000000000,0.029140000000,1243.928069200000,42687.991393273850
1642123740,42660.350000000000,42678.650000000000,42649.820000000000,42649.820000000000,3.348676080000,142895.336565029900,42672.188396624465
1642123800,42633.480000000000,42674.360000000000,42631.130000000000,42674.360000000000,0.162313870000,6920.511203317300,42636.597866327136
1642123860,42634.280000000000,42653.040000000000,42627.270000000000,42631.940000000000,0.124455090000,5307.334428673600,42644.575072611333
1642123920,42601.660000000000,42635.670000000000,42601.650000000000,42635.670000000000,1.113669820000,47444.768770505500,42602.185960741488
1642123980,42634.300000000000,42635.670000000000,42621.410000000000,42629.600000000000,0.072248850000,3080.222760678500,42633.519574062425
1642124040,42627.810000000000,42676.760000000000,42627.810000000000,42676.760000000000,0.013443210000,573.618301499600,42669.741936605915
1642124100,42671.890000000000,42686.430000000000,42670.590000000000,42680.020000000000,0.318271370000,13581.573969630300,42672.936524671698
1642124160,42676.930000000000,42676.930000000000,42676.930000000000,42676.930000000000,0.023612000000,1007.687671160000,42676.930000000000
1642124220,42687.810000000000,42693.540000000000,42687.810000000000,42689.100000000000,0.011800000000,503.759803800000,42691.508796610170
1642124280,42697.510000000000,42703.630000000000,42697.470000000000,42697.470000000000,0.013885580000,592.930622255400,42701.177931019086
1642124340,42700.250000000000,42700.250000000000,42698.930000000000,42700.250000000000,0.007450000000,318.113166500000,42699.753892617450
1642124400,42713.480000000000,42713.480000000000,42668.840000000000,42668.840000000000,0.108247940000,4619.612075614300,42676.212365928626
1642124460,42661.510000000000,42661.510000000000,42629.600000000000,42639.930000000000,0.057693560000,2460.407328220400,42646.134650390789
1642124520,42643.490000000000,42648.470000000000,42607.720000000000,42607.720000000000,0.260353080000,11094.890125990400,42614.783454800688
1642124580,42609.540000000000,42610.730000000000,42575.970000000000,42585.940000000000,1.389836960000,59193.508958409000,42590.253865754872
1642124640,42584.340000000000,42604.250000000000,42584.340000000000,42604.250000000000,3.601396120000,153421.905890953300,42600.675065689053
1642124700,42575.450000000000,42613.580000000000,42560.220000000000,42613.580000000000,0.371426530000,15813.812177931400,42575.882174952339
1642124760,42619.140000000000,42629.790000000000,42612.300000000000,42629.790000000000,0.135592820000,5778.943783686000,42619.836239750748
1642124820,42612.750000000000,42633.460000000000,42605.840000000000,42633.460000000000,0.049209230000,2097.379521935800,42621.669185553198
1642124880,42630.640000000000,42633.510000000000,42630.640000000000,42633.510000000000,0.009630000000,410.558560000000,42633.287642782970
1642124940,42622.000000000000,42665.460000000000,42622.000000000000,42637.970000000000,1.065882920000,45453.392368350500,42643.888475434525
1642125060,42629.800000000000,42629.800000000000,42629.800000000000,42629.800000000000,0.001110000000,47.319078000000,42629.800000000000
1642125120,42626.390000000000,42626.390000000000,42626.390000000000,42626.390000000000,0.038000000000,1619.802820000000,42626.390000000000
1642125180,42626.050000000000,42658.900000000000,42626.050000000000,42639.880000000000,0.767548560000,32725.655050932500,42636.592336167630
1642125240,42657.630000000000,42660.310000000000,42657.630000000000,42660.310000000000,0.022646000000,966.067568980000,42659.523491124260
1642125300,42659.740000000000,42659.740000000000,42630.900000000000,42638.100000000000,0.030190000000,1287.748962600000,42654.818237827095
1642125360,42642.380000000000,42642.380000000000,42587.970000000000,42614.380000000000,0.022652940000,965.333324015000,42614.041445172237
1642125420,42596.030000000000,42599.410000000000,42581.870000000000,42593.990000000000,0.386134940000,16445.726922295400,42590.621098146157
1642125480,42596.440000000000,42601.640000000000,42575.140000000000,42594.860000000000,1.427421530000,60804.952334284100,42597.754802174030
1642125540,42622.310000000000,42622.310000000000,42618.050000000000,42620.350000000000,0.041300000000,1760.239905700000,42620.820961259080
1642125600,42609.940000000000,42612.430000000000,42584.290000000000,42612.430000000000,0.592034460000,25215.594608849400,42591.430588093470
1642125660,42611.190000000000,42611.730000000000,42588.040000000000,42588.040000000000,0.454978820000,19382.455948158600,42600.787324910201
1642125720,42576.770000000000,42576.770000000000,42565.670000000000,42569.240000000000,0.349888000000,14893.561206680000,42566.653348157124
1642125780,42555.640000000000,42583.640000000000,42549.000000000000,42583.640000000000,0.192378050000,8188.477217454000,42564.508879542130
1642125840,42583.640000000000,42626.980000000000,42583.640000000000,42626.980000000000,0.053201150000,2266.622012322500,42604.755955886292
1642125900,42629.350000000000,42629.350000000000,42629.220000000000,42629.220000000000,0.009540000000,406.683434800000,42629.290859538784
1642125960,42611.500000000000,42629.350000000000,42611.500000000000,42619.080000000000,0.010010000000,426.577452900000,42615.130159840160
1642126020,42602.000000000000,42606.320000000000,42583.920000000000,42592.800000000000,0.042030000000,1790.238296800000,42594.296854627647
1642126080,42583.920000000000,42583.920000000000,42579.540000000000,42579.550000000000,0.078796800000,3355.149265440000,42579.765490984405
1642126140,42554.890000000000,42562.220000000000,42554.890000000000,42562.220000000000,0.001550000000,65.967776000000,42559.855483870968
1642126200,42558.390000000000,42558.390000000000,42534.940000000000,42534.940000000000,0.044294780000,1884.336086895400,42540.816026073501
1642126260,42505.950000000000,42538.480000000000,42505.000000000000,42507.470000000000,2.701458230000,114840.649702943200,42510.614610888579
1642126320,42525.160000000000,42525.160000000000,42491.580000000000,42493.770000000000,0.160864600000,6835.940802388500,42494.997671262042
1642126380,42517.550000000000,42524.820000000000,42491.580000000000,42491.580000000000,0.035270000000,1498.722326400000,42492.836019279841
1642126440,42513.450000000000,42516.210000000000,42513.450000000000,42516.210000000000,0.014560000000,619.007313600000,42514.238571428571
1642126500,42509.300000000000,42509.300000000000,42458.240000000000,42462.090000000000,0.917988240000,39001.361654389200,42485.687675464339
1642126560,42467.470000000000,42473.900000000000,42467.470000000000,42473.900000000000,0.042437000000,1802.332212900000,42470.773450055377
1642126620,42455.150000000000,42518.940000000000,42455.150000000000,42501.800000000000,0.127300000000,5406.927220613100,42473.898040951296
1642126680,42501.070000000000,42515.320000000000,42490.940000000000,42515.320000000000,0.037582620000,1597.396669862800,42503.600596839709
1642126740,42515.220000000000,42522.500000000000,42500.520000000000,42500.520000000000,0.247026250000,10501.399801197000,42511.270770604338
1642126800,42513.510000000000,42536.090000000000,42513.510000000000,42536.090000000000,0.093910000000,3992.633621900000,42515.532125439251
1642126860,42554.830000000000,42562.750000000000,42543.770000000000,42562.750000000000,0.021286140000,905.967685456200,42561.389028550973
1642126920,42562.750000000000,42562.750000000000,42552.630000000000,42552.630000000000,0.018280000000,777.882218600000,42553.731870897155
1642126980,42563.040000000000,42580.010000000000,42563.040000000000,42570.540000000000,0.010380000000,441.857103400000,42568.121714836224
1642127040,42580.150000000000,42580.150000000000,42569.030000000000,42569.030000000000,0.017630000000,750.516240500000,42570.405019852524
1642127100,42579.540000000000,42582.030000000000,42564.550000000000,42564.550000000000,0.006200000000,263.928115800000,42569.050935483871
1642127160,42554.530000000000,42558.100000000000,42541.870000000000,42556.530000000000,0.083049940000,3534.149137267600,42554.505605513983
1642127220,42587.580000000000,42587.580000000000,42587.580000000000,42587.580000000000,0.001270000000,54.086226600000,42587.580000000000
1642127280,42584.740000000000,42584.740000000000,42580.550000000000,42580.550000000000,0.011287500000,480.647305450000,42582.264048726467
1642127340,42578.440000000000,42641.840000000000,42578.440000000000,42641.840000000000,0.536707270000,22869.076635084600,42609.962475605371
1642127400,42662.260000000000,42663.860000000000,42652.650000000000,42654.230000000000,0.071104080000,3032.947944536000,42655.047987907304
1642127460,42640.690000000000,42640.690000000000,42621.200000000000,42622.930000000000,0.057651420000,2457.314593204000,42623.661190027930
1642127520,42614.920000000000,42614.920000000000,42576.060000000000,42576.060000000000,0.071830000000,3059.925028600000,42599.540980091883
1642127580,42572.810000000000,42579.510000000000,42565.850000000000,42579.510000000000,0.055013610000,2342.015437344100,42571.564333700333
1642127640,42578.490000000000,42628.100000000000,42577.810000000000,42628.100000000000,0.059532800000,2535.234860168000,42585.513534858094
1642127700,42634.710000000000,42640.630000000000,42634.710000000000,42636.550000000000,0.024190000000,1031.402673700000,42637.564022323275
1642127760,42662.920000000000,42684.370000000000,42662.920000000000,42684.370000000000,0.011720000000,500.239580900000,42682.558097269625
1642127820,42674.610000000000,42679.200000000000,42670.890000000000,42679.200000000000,0.094836840000,4047.443945732400,42677.971405757509
1642127880,42700.000000000000,42702.720000000000,42700.000000000000,42702.450000000000,0.034640000000,1479.180044542000,42701.502440588915
1642127940,42686.060000000000,42694.640000000000,42670.310000000000,42670.310000000000,0.009312380000,397.429185481800,42677.509453201008
1642128000,42670.310000000000,42706.440000000000,42670.310000000000,42706.440000000000,0.002338020000,99.844969386200,42704.925272752158
1642128060,42705.030000000000,42705.030000000000,42682.700000000000,42686.270000000000,0.079209510000,3381.227489079800,42687.140585515552
1642128120,42709.110000000000,42709.110000000000,42691.050000000000,42691.050000000000,0.018310520000,781.937328846000,42704.266664518539
1642128180,42724.590000000000,42727.430000000000,42705.880000000000,42711.480000000000,0.072812500000,3110.188722600000,42715.038250300429
1642128240,42736.190000000000,42740.900000000000,42716.170000000000,42716.170000000000,0.632172250000,27018.844414127500,42739.687504675347
1642128300,42735.260000000000,42735.260000000000,42709.300000000000,42718.730000000000,0.916615820000,39152.317706526200,42713.988622328382
1642128360,42714.070000000000,42714.070000000000,42709.690000000000,42709.700000000000,0.009100000000,388.662778100000,42710.195395604396
1642128420,42712.870000000000,42729.000000000000,42712.870000000000,42729.000000000000,0.001740000000,74.336412200000,42722.075977011494
1642128480,42733.970000000000,42741.420000000000,42727.980000000000,42732.400000000000,0.166432960000,7112.019873545500,42732.039816785690
1642128540,42744.000000000000,42744.870000000000,42723.530000000000,42736.560000000000,0.273966180000,11706.679712878900,42730.382680369161
1642128600,42750.610000000000,42750.610000000000,42748.400000000000,42748.400000000000,0.007100000000,303.523054600000,42749.726000000000
1642128660,42756.840000000000,42759.490000000000,42741.670000000000,42744.760000000000,0.209023530000,8934.240164995100,42742.748459922670
1642128720,42732.970000000000,42745.870000000000,42728.530000000000,42735.950000000000,0.084855690000,3625.907951046100,42730.286572958159
1642128780,42737.840000000000,42742.440000000000,42734.870000000000,42734.870000000000,0.033206000000,1419.292590240000,42742.052347166175
1642128840,42747.740000000000,42747.740000000000,42695.820000000000,42695.820000000000,0.959013250000,40959.319446883900,42709.857707267235
1642128900,42710.680000000000,42732.760000000000,42710.680000000000,42732.760000000000,0.184802550000,7894.734745538000,42719.836633953373
1642128960,42726.430000000000,42726.430000000000,42712.570000000000,42717.660000000000,0.460495770000,19671.270167387500,42717.591450161421
1642129020,42732.910000000000,42733.470000000000,42721.770000000000,42727.050000000000,0.463083370000,19788.514360529200,42732.077294266042
1642129080,42724.870000000000,42753.680000000000,42717.550000000000,42753.680000000000,0.005430000000,232.004052500000,42726.344843462247
1642129140,42755.060000000000,42763.450000000000,42746.580000000000,42746.580000000000,0.017535770000,749.747762266600,42755.337362807565
1642129200,42749.180000000000,42754.470000000000,42749.180000000000,42754.470000000000,0.015270000000,652.795848600000,42750.219292730844
1642129260,42759.080000000000,42763.360000000000,42753.440000000000,42753.440000000000,0.346756470000,14828.046152637800,42762.132607468867
1642129320,42735.260000000000,42737.770000000000,42735.260000000000,42737.770000000000,0.016820000000,718.833152100000,42736.810469678954
1642129380,42704.290000000000,42718.110000000000,42704.290000000000,42714.900000000000,0.069900000000,2985.479630100000,42710.724321888412
1642129440,42714.040000000000,42715.180000000000,42714.000000000000,42715.180000000000,0.757573420000,32359.800762280000,42715.068807825913
1642129500,42701.480000000000,42701.480000000000,42696.750000000000,42696.750000000000,0.004490000000,191.724631400000,42700.363340757238
1642129620,42719.680000000000,42721.540000000000,42719.680000000000,42721.540000000000,0.002640000000,112.781034000000,42720.088636363636
1642129680,42715.270000000000,42722.370000000000,42715.270000000000,42718.540000000000,0.015060000000,643.350375000000,42719.148406374502
1642129740,42709.830000000000,42736.580000000000,42709.830000000000,42729.040000000000,0.004310000000,184.149456500000,42726.091995359629
1642129800,42732.770000000000,42732.770000000000,42729.150000000000,42729.150000000000,0.008560000000,365.788710200000,42732.325957943925
1642129860,42690.500000000000,42690.500000000000,42642.670000000000,42653.550000000000,0.362358230000,15456.158425888500,42654.360095225379
1642129920,42649.160000000000,42657.790000000000,42636.070000000000,42657.680000000000,0.018652820000,795.428573731200,42643.877640549794
1642129980,42658.750000000000,42658.750000000000,42647.220000000000,42647.220000000000,0.016140000000,688.361297300000,42649.398841387856
1642130040,42651.450000000000,42677.160000000000,42636.760000000000,42671.260000000000,0.076372870000,3257.232924505400,42649.083693010358
1642130100,42647.200000000000,42647.200000000000,42639.560000000000,42639.560000000000,0.016780000000,715.512931200000,42640.818307508939
1642130160,42626.560000000000,42637.140000000000,42618.660000000000,42637.140000000000,0.624852990000,26630.457069659200,42618.755924748316
1642130220,42643.270000000000,42654.740000000000,42643.270000000000,42654.740000000000,0.007860000000,335.259508600000,42653.881501272265
1642130280,42655.830000000000,42655.830000000000,42655.830000000000,42655.830000000000,0.000650000000,27.726289500000,42655.830000000000
1642130340,42669.300000000000,42669.300000000000,42653.980000000000,42653.980000000000,0.045625520000,1946.273395894400,42657.560853978212
1642130400,42651.530000000000,42651.530000000000,42649.660000000000,42649.660000000000,0.005694900000,242.892888297000,42650.948795764631
1642130460,42657.630000000000,42673.450000000000,42657.630000000000,42671.610000000000,0.208073860000,8877.990864881600,42667.497324659619
1642130520,42639.110000000000,42639.110000000000,42622.290000000000,42636.370000000000,0.076078490000,3243.253057270100,42630.355272168257
1642130640,42670.260000000000,42684.150000000000,42665.570000000000,42684.150000000000,1.042488750000,44482.581970728900,42669.603840548783
1642130700,42681.640000000000,42681.640000000000,42681.640000000000,42681.640000000000,0.006810000000,290.661968400000,42681.640000000000
1642130760,42666.520000000000,42678.710000000000,42666.520000000000,42678.710000000000,0.190950000000,8148.938690700000,42675.772142969364
1642130820,42683.550000000000,42686.150000000000,42683.550000000000,42686.150000000000,0.010590000000,452.029662500000,42684.576251180359
1642130880,42666.520000000000,42666.560000000000,42666.520000000000,42666.560000000000,0.029000000000,1237.329320000000,42666.528275862069
1642130940,42681.940000000000,42681.940000000000,42675.570000000000,42675.570000000000,0.003020000000,128.888757200000,42678.396423841060
1642131000,42690.870000000000,42690.870000000000,42690.870000000000,42690.870000000000,0.010590000000,452.096313300000,42690.870000000000
1642131060,42710.720000000000,42740.580000000000,42709.310000000000,42740.580000000000,1.449171240000,61932.579037545900,42736.549917693578
1642131120,42738.380000000000,42753.290000000000,42738.380000000000,42753.290000000000,0.288459060000,12331.656050378200,42750.108283574799
1642131180,42761.520000000000,42761.520000000000,42746.660000000000,42746.660000000000,0.194470000000,8312.957384400000,42746.734120429886
1642131240,42766.280000000000,42766.280000000000,42724.930000000000,42748.460000000000,0.563763220000,24091.143100718100,42732.732902863191
1642131300,42727.140000000000,42730.170000000000,42727.140000000000,42729.820000000000,0.030874270000,1319.200853987800,42728.163418529410
1642131360,42710.720000000000,42731.350000000000,42710.720000000000,42731.350000000000,0.070058730000,2992.719468485600,42717.295453194770
1642131480,42726.670000000000,42732.070000000000,42726.670000000000,42732.070000000000,0.027820000000,1188.698187400000,42728.187900790798
1642131540,42731.020000000000,42736.820000000000,42731.020000000000,42731.800000000000,0.055438560000,2368.989856131200,42731.807177733332
1642131600,42727.670000000000,42727.670000000000,42722.820000000000,42722.820000000000,0.006560000000,280.282505700000,42725.991722560976
1642131660,42713.530000000000,42713.530000000000,42705.960000000000,42705.960000000000,0.014398480000,614.913689534400,42706.847496013468
1642131720,42706.620000000000,42706.620000000000,42690.510000000000,42690.510000000000,0.009398840000,401.312839908400,42698.124439654255
1642131780,42692.280000000000,42692.280000000000,42692.280000000000,42692.280000000000,0.021610000000,922.580170800000,42692.280000000000
1642131840,42702.320000000000,42702.320000000000,42692.330000000000,42692.330000000000,0.053970000000,2304.144710400000,42693.064858254586
1642131900,42702.110000000000,42702.110000000000,42702.110000000000,42702.110000000000,0.017400000000,743.016714000000,42702.110000000000
1642131960,42702.290000000000,42714.030000000000,42689.240000000000,42706.790000000000,0.113588440000,4850.913760044600,42706.051426048284
1642132020,42724.850000000000,42742.670000000000,42724.850000000000,42742.670000000000,1.548397070000,66163.455148298100,42730.289555700398
1642132080,42734.870000000000,42739.990000000000,42734.680000000000,42737.640000000000,0.020407000000,872.154122760000,42737.988080560592
1642132140,42745.270000000000,42747.270000000000,42745.270000000000,42747.270000000000,0.003069000000,131.186891630000,42745.810241120886
1642132200,42732.150000000000,42732.150000000000,42732.150000000000,42732.150000000000,0.001110000000,47.432686500000,42732.150000000000
1642132260,42732.000000000000,42739.360000000000,42724.190000000000,42737.990000000000,1.143830070000,48870.078954336400,42724.946857129224
1642132320,42742.450000000000,42742.450000000000,42730.360000000000,42730.360000000000,0.024890000000,1063.770486700000,42738.870498192045
1642132380,42738.890000000000,42738.890000000000,42726.450000000000,42736.840000000000,0.015100000000,645.232534200000,42730.631403973510
1642132440,42730.700000000000,42746.140000000000,42726.670000000000,42726.670000000000,0.085032730000,3634.059984533600,42737.190544553845
1642132500,42758.380000000000,42758.380000000000,42758.380000000000,42758.380000000000,0.000680000000,29.075698400000,42758.380000000000
1642132560,42768.410000000000,42774.610000000000,42752.250000000000,42766.290000000000,0.028134570000,1203.107462422500,42762.603530905218
1642132620,42766.290000000000,42766.290000000000,42715.160000000000,42715.160000000000,0.295969300000,12648.095105107000,42734.483289675652
1642132680,42694.710000000000,42694.710000000000,42675.570000000000,42691.330000000000,0.096537710000,4120.943360366100,42687.395012437108
1642132740,42691.330000000000,42701.760000000000,42664.260000000000,42664.260000000000,0.788270830000,33656.060563751500,42696.062422798900
